
> social-dashboard-frontend@0.1.0 dev
> vite --host

Port 5173 is in use, trying another one...

  VITE v5.4.21  ready in 167 ms
      at new LazyResult (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/lazy-result.js:165:16)
      at Processor.process (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/processor.js:53:14)
      at compileCSS (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:36898:59)
      at async TransformPluginContext.transform (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:36171:11)
      at async PluginContainer.transform (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:49099:18)
      at async loadAndTransform (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:51978:27)
      at async viteTransformMiddleware (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:62106:24)
12:22:43 PM [vite] Internal server error: [postcss] /home/user/GitRepos/social-media-dashboard/frontend/src/styles.css:1004:1: Unexpected }
  Plugin: vite:css
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/styles.css:1004:0
  1002|    font-size: 0.8rem;
  1003|    color: var(--gray);
  1004|  }
     |  ^
  1005|  
      at Input.error (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/input.js:135:16)
      at Parser.unexpectedClose (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parser.js:587:22)
      at Parser.end (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parser.js:330:12)
      at Parser.parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parser.js:456:16)
      at parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parse.js:11:12)
      at new LazyResult (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/lazy-result.js:165:16)
      at Processor.process (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/processor.js:53:14)
      at compileCSS (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:36898:59)
      at async TransformPluginContext.transform (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:36171:11)
      at async PluginContainer.transform (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:49099:18)
      at async loadAndTransform (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:51978:27)
      at async viteTransformMiddleware (file:///home/user/GitRepos/social-media-dashboard/frontend/node_modules/vite/dist/node/chunks/dep-BK3b2jBa.js:62106:24)
12:23:12 PM [vite] hmr update /src/styles.css
12:23:45 PM [vite] hmr update /src/App.jsx
12:26:49 PM [vite] hmr update /src/styles.css
12:27:06 PM [vite] hmr update /src/styles.css
12:27:35 PM [vite] hmr update /src/styles.css
12:31:48 PM [vite] hmr update /src/App.jsx
12:32:06 PM [vite] hmr update /src/App.jsx
12:41:09 PM [vite] hmr update /src/App.jsx
12:41:24 PM [vite] hmr update /src/App.jsx
12:41:53 PM [vite] hmr update /src/App.jsx
12:43:04 PM [vite] hmr update /src/App.jsx
12:44:29 PM [vite] hmr update /src/App.jsx
12:44:49 PM [vite] hmr update /src/App.jsx
12:44:49 PM [vite] Internal server error: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx: Missing semicolon. (248:10)

  246 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247 |     }
> 248 | - Platform: ${aiPlatform}
      |           ^
  249 | - Tone: ${aiTone}
  250 | - Write as ${aiBrandName} brand
  251 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  Plugin: vite:react-babel
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx:248:10
  246|  - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247|      }
  248|  - Platform: ${aiPlatform}
     |            ^
  249|  - Tone: ${aiTone}
  250|  - Write as ${aiBrandName} brand
      at constructor (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:365:19)
      at JSXParserMixin.raise (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6599:19)
      at JSXParserMixin.semicolon (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6895:10)
      at JSXParserMixin.parseExpressionStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13285:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12899:19)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseArrowExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12075:10)
      at JSXParserMixin.parseAsyncArrowFromCallExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11264:10)
      at JSXParserMixin.parseCoverCallAndAsyncArrowHead (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11194:27)
      at JSXParserMixin.parseSubscript (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11120:19)
      at JSXParserMixin.parseSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11094:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11085:17)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12421:16)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseVar (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13384:91)
      at JSXParserMixin.parseVarStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13230:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12851:23)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseFunctionBodyAndFinish (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12086:10)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13445:12
      at JSXParserMixin.withSmartMixTopicForbiddingContext (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12403:14)
      at JSXParserMixin.parseFunction (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13444:10)
      at JSXParserMixin.parseFunctionStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13125:17)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12791:21)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseModuleItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12744:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:36)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseProgram (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12622:10)
      at JSXParserMixin.parseTopLevel (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12612:25)
      at JSXParserMixin.parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:14488:25)
      at parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:14522:38)
      at parser (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/core/lib/parser/index.js:41:34)
12:44:49 PM [vite] Internal server error: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx: Missing semicolon. (248:10)

  246 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247 |     }
> 248 | - Platform: ${aiPlatform}
      |           ^
  249 | - Tone: ${aiTone}
  250 | - Write as ${aiBrandName} brand
  251 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  Plugin: vite:react-babel
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx:248:10
  246|  - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247|      }
  248|  - Platform: ${aiPlatform}
     |            ^
  249|  - Tone: ${aiTone}
  250|  - Write as ${aiBrandName} brand
      at constructor (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:365:19)
      at JSXParserMixin.raise (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6599:19)
      at JSXParserMixin.semicolon (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6895:10)
      at JSXParserMixin.parseExpressionStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13285:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12899:19)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseArrowExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12075:10)
      at JSXParserMixin.parseAsyncArrowFromCallExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11264:10)
      at JSXParserMixin.parseCoverCallAndAsyncArrowHead (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11194:27)
      at JSXParserMixin.parseSubscript (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11120:19)
      at JSXParserMixin.parseSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11094:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11085:17)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12421:16)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseVar (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13384:91)
      at JSXParserMixin.parseVarStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13230:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12851:23)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseFunctionBodyAndFinish (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12086:10)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13445:12
      at JSXParserMixin.withSmartMixTopicForbiddingContext (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12403:14)
      at JSXParserMixin.parseFunction (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13444:10)
      at JSXParserMixin.parseFunctionStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13125:17)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12791:21)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseModuleItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12744:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:36)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseProgram (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12622:10)
      at JSXParserMixin.parseTopLevel (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12612:25)
      at JSXParserMixin.parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:14488:25)
      at parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:14522:38)
      at parser (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/core/lib/parser/index.js:41:34)
12:45:38 PM [vite] hmr update /src/App.jsx
12:45:38 PM [vite] Internal server error: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx: Missing semicolon. (248:10)

  246 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247 |     }
> 248 | - Platform: ${aiPlatform}
      |           ^
  249 | - Tone: ${aiTone}
  250 | - Write as ${aiBrandName} brand
  251 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  Plugin: vite:react-babel
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx:248:10
  246|  - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247|      }
  248|  - Platform: ${aiPlatform}
     |            ^
  249|  - Tone: ${aiTone}
  250|  - Write as ${aiBrandName} brand
      at constructor (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:365:19)
      at JSXParserMixin.raise (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6599:19)
      at JSXParserMixin.semicolon (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6895:10)
      at JSXParserMixin.parseExpressionStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13285:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12899:19)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseArrowExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12075:10)
      at JSXParserMixin.parseAsyncArrowFromCallExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11264:10)
      at JSXParserMixin.parseCoverCallAndAsyncArrowHead (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11194:27)
      at JSXParserMixin.parseSubscript (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11120:19)
      at JSXParserMixin.parseSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11094:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11085:17)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12421:16)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseVar (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13384:91)
      at JSXParserMixin.parseVarStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13230:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12851:23)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseFunctionBodyAndFinish (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12086:10)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13445:12
      at JSXParserMixin.withSmartMixTopicForbiddingContext (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12403:14)
      at JSXParserMixin.parseFunction (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13444:10)
      at JSXParserMixin.parseFunctionStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13125:17)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12791:21)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseModuleItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12744:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:36)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseProgram (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12622:10)
      at JSXParserMixin.parseTopLevel (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12612:25)
      at JSXParserMixin.parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:14488:25)
      at parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:14522:38)
      at parser (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/core/lib/parser/index.js:41:34)
12:45:38 PM [vite] Internal server error: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx: Missing semicolon. (248:10)

  246 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247 |     }
> 248 | - Platform: ${aiPlatform}
      |           ^
  249 | - Tone: ${aiTone}
  250 | - Write as ${aiBrandName} brand
  251 | - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  Plugin: vite:react-babel
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx:248:10
  246|  - Include relevant hashtags ${aiExcludeCompetitors ? '- but NO competitor mentions' : ''}`;
  247|      }
  248|  - Platform: ${aiPlatform}
     |            ^
  249|  - Tone: ${aiTone}
  250|  - Write as ${aiBrandName} brand
      at constructor (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:365:19)
      at JSXParserMixin.raise (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6599:19)
      at JSXParserMixin.semicolon (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6895:10)
      at JSXParserMixin.parseExpressionStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13285:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12899:19)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
